"Alt" "Sex" "Age" "Method" "OT" "ANT" "Offset" "Hunter" "Month" "MonthCalendar" "Year"
"1687" "4" "M" "A" "Escopeta" 0 8 2 "HUNT53" 12 9 2011
"1688" "4" "F" "A" "Escopeta" 2 10 4 "HUNT53" 13 10 2011
"1689" "3" "F" "A" "Escopeta" 0 4 4 "HUNT53" 13 10 2011
"1690" "4" "M" "A" "Escopeta" 2 4 4 "HUNT53" 13 10 2011
"1691" "3" "M" "A" "Escopeta" 1 2 4 "HUNT53" 13 10 2011
"1692" "4" "F" "Y" "Escopeta" 0 1 4 "HUNT53" 13 10 2011
"1693" "3" "F" "Y" "Escopeta" 0 0 4 "HUNT53" 13 10 2011
"1694" "4" "M" "Y" "Escopeta" 0 3 4 "HUNT53" 13 10 2011
"1695" "3" "M" "Y" "Escopeta" 0 0 4 "HUNT53" 13 10 2011
"1696" "3" "F" "A" "Escopeta" 0 5 3 "HUNT53" 14 11 2011
"1697" "4" "F" "A" "Escopeta" 1 8 3 "HUNT53" 14 11 2011
"1698" "3" "M" "A" "Escopeta" 0 3 3 "HUNT53" 14 11 2011
"1699" "4" "M" "A" "Escopeta" 1 4 3 "HUNT53" 14 11 2011
"1700" "3" "F" "Y" "Escopeta" 0 0 3 "HUNT53" 14 11 2011
"1701" "4" "F" "Y" "Escopeta" 0 0 3 "HUNT53" 14 11 2011
"1702" "3" "M" "Y" "Escopeta" 0 1 3 "HUNT53" 14 11 2011
"1703" "4" "M" "Y" "Escopeta" 0 0 3 "HUNT53" 14 11 2011
"1704" "4" "F" "A" "Escopeta" 0 5 1 "HUNT53" 15 12 2011
"1705" "4" "M" "A" "Escopeta" 0 4 1 "HUNT53" 15 12 2011
"1706" "4" "F" "A" "Escopeta" 0 6 1 "HUNT53" 16 1 2012
"1707" "4" "M" "A" "Escopeta" 0 3 1 "HUNT53" 16 1 2012
"1708" "3" "F" "A" "Escopeta" 0 3 1 "HUNT53" 17 3 2012
"1709" "3" "M" "A" "Escopeta" 0 4 1 "HUNT53" 17 3 2012
"1710" "3" "F" "Y" "Escopeta" 0 0 1 "HUNT53" 17 3 2012
"1711" "3" "M" "Y" "Escopeta" 0 1 1 "HUNT53" 17 3 2012
"1712" "4" "F" "A" "Escopeta" 0 4 1 "HUNT53" 18 4 2012
"1713" "4" "M" "A" "Escopeta" 0 2 1 "HUNT53" 18 4 2012
"1714" "4" "F" "Y" "Escopeta" 0 1 1 "HUNT53" 18 4 2012
"1715" "4" "M" "Y" "Escopeta" 0 0 1 "HUNT53" 18 4 2012
"1716" "4" "F" "A" "Escopeta" 0 8 2 "HUNT53" 19 5 2012
"1717" "2" "F" "A" "Escopeta" 0 3 2 "HUNT53" 19 5 2012
"1718" "4" "M" "A" "Escopeta" 0 0 2 "HUNT53" 19 5 2012
"1719" "2" "M" "A" "Escopeta" 0 3 2 "HUNT53" 19 5 2012
"1720" "4" "F" "Y" "Escopeta" 0 0 2 "HUNT53" 19 5 2012
"1721" "2" "F" "Y" "Escopeta" 0 2 2 "HUNT53" 19 5 2012
"1722" "4" "M" "Y" "Escopeta" 0 0 2 "HUNT53" 19 5 2012
"1723" "2" "M" "Y" "Escopeta" 0 0 2 "HUNT53" 19 5 2012
"1724" "4" "F" "A" "Escopeta" 0 5 3 "HUNT53" 20 6 2012
"1725" "2" "F" "A" "Escopeta" 0 6 3 "HUNT53" 20 6 2012
"1726" "3" "F" "A" "Escopeta" 0 3 3 "HUNT53" 20 6 2012
"1727" "4" "M" "A" "Escopeta" 0 3 3 "HUNT53" 20 6 2012
"1728" "2" "M" "A" "Escopeta" 0 1 3 "HUNT53" 20 6 2012
"1729" "3" "M" "A" "Escopeta" 0 5 3 "HUNT53" 20 6 2012
"1730" "3" "F" "A" "Escopeta" 0 5 1 "HUNT53" 21 7 2012
"1731" "3" "M" "A" "Escopeta" 0 3 1 "HUNT53" 21 7 2012
"1732" "4" "M" "A" "Escopeta" 0 4 1 "HUNT53" 23 10 2012
"1733" "4" "F" "A" "Escopeta" 0 3 1 "HUNT53" 23 10 2012
"1734" "4" "M" "Y" "Escopeta" 0 0 1 "HUNT53" 23 10 2012
"1735" "4" "F" "Y" "Escopeta" 0 2 1 "HUNT53" 23 10 2012
"1736" "3" "F" "A" "Escopeta" 0 6 1 "HUNT53" 24 11 2012
"1737" "3" "F" "A" "Escopeta" 0 5 1 "HUNT53" 25 12 2012
"1738" "3" "M" "A" "Escopeta" 0 1 1 "HUNT53" 25 12 2012
"1739" "3" "F" "Y" "Escopeta" 0 1 1 "HUNT53" 25 12 2012
"1740" "3" "M" "Y" "Escopeta" 0 2 1 "HUNT53" 25 12 2012
"1741" "3" "F" "A" "Escopeta" 0 1 1 "HUNT53" 26 2 2013
"1742" "3" "M" "A" "Escopeta" 0 1 1 "HUNT53" 26 2 2013
"1743" "3" "F" "Y" "Escopeta" 0 2 1 "HUNT53" 26 2 2013
"1744" "3" "M" "Y" "Escopeta" 0 0 1 "HUNT53" 26 2 2013
"1745" "3" "F" "A" "Escopeta" 0 4 1 "HUNT53" 27 3 2013
"1746" "3" "M" "A" "Escopeta" 0 2 1 "HUNT53" 27 3 2013
"1747" "3" "F" "A" "Escopeta" 0 2 1 "HUNT53" 28 4 2013
"1748" "3" "M" "A" "Escopeta" 0 3 1 "HUNT53" 28 4 2013
"1749" "3" "F" "Y" "Escopeta" 0 0 1 "HUNT53" 28 4 2013
"1750" "3" "M" "Y" "Escopeta" 0 1 1 "HUNT53" 28 4 2013
"1751" "3" "M" "Y" "Escopeta" 0 4 2 "HUNT53" 29 5 2013
"1752" "3" "F" "Y" "Escopeta" 1 3 2 "HUNT53" 29 5 2013
"1753" "3" "M" "A" "Escopeta" 0 2 2 "HUNT53" 29 5 2013
"1754" "3" "F" "A" "Escopeta" 0 6 2 "HUNT53" 29 5 2013
"1755" "4" "F" "A" "Escopeta" 2 3 2 "HUNT53" 30 6 2013
"1756" "4" "M" "A" "Escopeta" 4 1 2 "HUNT53" 30 6 2013
"1757" "4" "F" "Y" "Escopeta" 0 0 2 "HUNT53" 30 6 2013
"1758" "4" "M" "Y" "Escopeta" 0 2 2 "HUNT53" 30 6 2013
"1759" "4" "F" "A" "Trampa" 0 1 2 "HUNT53" 31 7 2013
"1760" "4" "M" "A" "Trampa" 0 0 2 "HUNT53" 31 7 2013
"1761" "4" "F" "A" "Escopeta" 0 1 2 "HUNT53" 31 7 2013
"1762" "4" "M" "A" "Escopeta" 0 1 2 "HUNT53" 31 7 2013
"1763" "3" "F" "A" "Escopeta" 0 2 2 "HUNT53" 32 8 2013
"1764" "4" "F" "A" "Escopeta" 0 7 2 "HUNT53" 32 8 2013
"1765" "3" "M" "A" "Escopeta" 0 0 2 "HUNT53" 32 8 2013
"1766" "4" "M" "A" "Escopeta" 0 4 2 "HUNT53" 32 8 2013
"1767" "2" "F" "A" "Trampa" 0 5 1 "HUNT54" 16 1 2012
"1768" "2" "M" "A" "Trampa" 0 3 1 "HUNT54" 16 1 2012
"1769" "2" "F" "A" "Escopeta" 1 0 1 "HUNT55" 2 9 2010
"1770" "2" "M" "A" "Escopeta" 0 1 1 "HUNT55" 2 9 2010
"1771" "2" "F" "A" "Trampa" 0 1 3 "HUNT55" 3 10 2010
"1772" "1" "F" "A" "Trampa" 0 0 3 "HUNT55" 3 10 2010
"1773" "2" "M" "A" "Trampa" 0 2 3 "HUNT55" 3 10 2010
"1774" "1" "M" "A" "Trampa" 0 0 3 "HUNT55" 3 10 2010
"1775" "2" "F" "Y" "Trampa" 0 0 3 "HUNT55" 3 10 2010
"1776" "1" "F" "Y" "Trampa" 0 0 3 "HUNT55" 3 10 2010
"1777" "2" "M" "Y" "Trampa" 0 0 3 "HUNT55" 3 10 2010
"1778" "1" "M" "Y" "Trampa" 0 0 3 "HUNT55" 3 10 2010
"1779" "2" "F" "A" "Escopeta" 0 0 3 "HUNT55" 3 10 2010
"1780" "1" "F" "A" "Escopeta" 2 0 3 "HUNT55" 3 10 2010
"1781" "2" "M" "A" "Escopeta" 0 0 3 "HUNT55" 3 10 2010
"1782" "1" "M" "A" "Escopeta" 0 0 3 "HUNT55" 3 10 2010
"1783" "2" "F" "Y" "Escopeta" 0 0 3 "HUNT55" 3 10 2010
"1784" "1" "F" "Y" "Escopeta" 1 0 3 "HUNT55" 3 10 2010
"1785" "2" "M" "Y" "Escopeta" 0 0 3 "HUNT55" 3 10 2010
"1786" "1" "M" "Y" "Escopeta" 2 0 3 "HUNT55" 3 10 2010
"1787" "3" "F" "A" "Trampa" 1 3 1 "HUNT55" 4 11 2010
"1788" "3" "M" "A" "Trampa" 1 0 1 "HUNT55" 4 11 2010
"1789" "3" "F" "A" "Escopeta" 2 0 1 "HUNT55" 4 11 2010
"1790" "3" "M" "A" "Escopeta" 0 0 1 "HUNT55" 4 11 2010
"1791" "3" "F" "A" "Trampa" 2 4 1 "HUNT55" 5 12 2010
"1792" "3" "M" "A" "Trampa" 1 1 1 "HUNT55" 5 12 2010
"1793" "3" "F" "Y" "Trampa" 0 1 1 "HUNT55" 5 12 2010
"1794" "3" "M" "Y" "Trampa" 0 0 1 "HUNT55" 5 12 2010
"1795" "1" "M" "A" "Trampa" 1 0 1 "HUNT55" 6 1 2011
"1796" "1" "F" "A" "Trampa" 0 0 1 "HUNT55" 6 1 2011
"1797" "1" "M" "A" "Escopeta" 1 0 1 "HUNT55" 6 1 2011
"1798" "1" "F" "A" "Escopeta" 1 0 1 "HUNT55" 6 1 2011
"1799" "1" "F" "A" "Trampa" 9 0 3 "HUNT55" 9 6 2011
"1800" "1" "M" "A" "Trampa" 5 0 3 "HUNT55" 9 6 2011
"1801" "1" "F" "A" "Trampa" 11 1 2 "HUNT55" 10 7 2011
"1802" "4" "M" "A" "Escopeta" 4 0 1 "HUNT55" 31 7 2013
"1803" "4" "F" "A" "Escopeta" 1 0 1 "HUNT55" 31 7 2013
"1804" "3" "F" "A" "Escopeta" 0 1 1 "HUNT55" 32 8 2013
"1805" "3" "M" "A" "Escopeta" 0 0 1 "HUNT55" 32 8 2013
"1806" "3" "F" "A" "Trampa" 0 1 1 "HUNT55" 32 8 2013
"1807" "3" "M" "A" "Trampa" 1 1 1 "HUNT55" 32 8 2013
"1808" "6" "F" "A" "Trampa" 2 3 1 "HUNT56" 13 10 2011
"1809" "6" "M" "A" "Trampa" 0 3 1 "HUNT56" 13 10 2011
"1810" "6" "F" "Y" "Trampa" 0 0 1 "HUNT56" 13 10 2011
"1811" "6" "M" "Y" "Trampa" 0 1 1 "HUNT56" 13 10 2011
"1812" "3" "F" "A" "Trampa" 0 4 1 "HUNT56" 16 1 2012
"1813" "3" "M" "A" "Trampa" 0 3 1 "HUNT56" 16 1 2012
"1814" "3" "F" "Y" "Trampa" 0 0 1 "HUNT56" 16 1 2012
"1815" "3" "M" "Y" "Trampa" 0 2 1 "HUNT56" 16 1 2012
"1816" "3" "F" "A" "Escopeta" 0 5 1 "HUNT56" 17 3 2012
"1817" "3" "M" "A" "Escopeta" 0 2 1 "HUNT56" 17 3 2012
"1818" "4" "F" "A" "Escopeta" 0 11 2 "HUNT56" 18 4 2012
"1819" "4" "M" "A" "Escopeta" 0 4 2 "HUNT56" 18 4 2012
"1820" "4" "F" "A" "Escopeta" 0 10 3 "HUNT56" 19 5 2012
"1821" "2" "F" "A" "Escopeta" 0 5 3 "HUNT56" 19 5 2012
"1822" "4" "M" "A" "Escopeta" 0 3 3 "HUNT56" 19 5 2012
"1823" "2" "M" "A" "Escopeta" 0 4 3 "HUNT56" 19 5 2012
"1824" "4" "F" "Y" "Escopeta" 0 1 3 "HUNT56" 19 5 2012
"1825" "2" "F" "Y" "Escopeta" 0 0 3 "HUNT56" 19 5 2012
"1826" "4" "M" "Y" "Escopeta" 0 1 3 "HUNT56" 19 5 2012
"1827" "2" "M" "Y" "Escopeta" 0 0 3 "HUNT56" 19 5 2012
"1828" "4" "M" "A" "Trampa" 0 3 1 "HUNT56" 20 6 2012
"1829" "4" "F" "A" "Trampa" 0 3 1 "HUNT56" 20 6 2012
"1830" "4" "M" "Y" "Trampa" 0 0 1 "HUNT56" 20 6 2012
"1831" "4" "F" "Y" "Trampa" 0 1 1 "HUNT56" 20 6 2012
"1832" "3" "M" "A" "Escopeta" 0 4 3 "HUNT56" 21 7 2012
"1833" "4" "M" "A" "Escopeta" 0 4 3 "HUNT56" 21 7 2012
"1834" "3" "F" "A" "Escopeta" 0 4 3 "HUNT56" 21 7 2012
"1835" "4" "F" "A" "Escopeta" 0 3 3 "HUNT56" 21 7 2012
"1836" "3" "M" "A" "Trampa" 0 0 3 "HUNT56" 21 7 2012
"1837" "4" "M" "A" "Trampa" 0 4 3 "HUNT56" 21 7 2012
"1838" "3" "F" "A" "Trampa" 0 0 3 "HUNT56" 21 7 2012
"1839" "4" "F" "A" "Trampa" 0 5 3 "HUNT56" 21 7 2012
"1840" "4" "F" "A" "Escopeta" 0 5 2 "HUNT56" 22 8 2012
"1841" "3" "F" "A" "Escopeta" 0 5 2 "HUNT56" 22 8 2012
"1842" "4" "M" "A" "Escopeta" 0 1 2 "HUNT56" 22 8 2012
"1843" "3" "M" "A" "Escopeta" 0 2 2 "HUNT56" 22 8 2012
"1844" "4" "F" "Y" "Escopeta" 0 1 2 "HUNT56" 22 8 2012
"1845" "3" "F" "Y" "Escopeta" 0 0 2 "HUNT56" 22 8 2012
"1846" "4" "M" "Y" "Escopeta" 0 0 2 "HUNT56" 22 8 2012
"1847" "3" "M" "Y" "Escopeta" 0 0 2 "HUNT56" 22 8 2012
"1848" "2" "F" "A" "Escopeta" 0 6 2 "HUNT56" 23 10 2012
"1849" "3" "F" "A" "Escopeta" 0 2 2 "HUNT56" 23 10 2012
"1850" "2" "M" "A" "Escopeta" 0 0 2 "HUNT56" 23 10 2012
"1851" "3" "M" "A" "Escopeta" 0 2 2 "HUNT56" 23 10 2012
"1852" "2" "F" "Y" "Escopeta" 0 0 2 "HUNT56" 23 10 2012
"1853" "3" "F" "Y" "Escopeta" 0 2 2 "HUNT56" 23 10 2012
"1854" "2" "M" "Y" "Escopeta" 0 3 2 "HUNT56" 23 10 2012
"1855" "3" "M" "Y" "Escopeta" 0 0 2 "HUNT56" 23 10 2012
"1856" "1" "F" "A" "Escopeta" 6 0 1 "HUNT56" 24 11 2012
"1857" "1" "M" "A" "Escopeta" 2 0 1 "HUNT56" 24 11 2012
"1858" "2" "F" "A" "Escopeta" 11 0 3 "HUNT56" 25 12 2012
"1859" "3" "F" "A" "Escopeta" 0 3 3 "HUNT56" 25 12 2012
"1860" "2" "M" "A" "Escopeta" 5 0 3 "HUNT56" 25 12 2012
"1861" "3" "M" "A" "Escopeta" 0 2 3 "HUNT56" 25 12 2012
"1862" "2" "F" "Y" "Escopeta" 0 0 3 "HUNT56" 25 12 2012
"1863" "3" "F" "Y" "Escopeta" 0 3 3 "HUNT56" 25 12 2012
"1864" "2" "M" "Y" "Escopeta" 0 0 3 "HUNT56" 25 12 2012
"1865" "3" "M" "Y" "Escopeta" 0 0 3 "HUNT56" 25 12 2012
"1866" "3" "F" "A" "Escopeta" 1 0 3 "HUNT56" 26 2 2013
"1867" "2" "F" "A" "Escopeta" 2 0 3 "HUNT56" 26 2 2013
"1868" "3" "M" "A" "Escopeta" 2 0 3 "HUNT56" 26 2 2013
"1869" "2" "M" "A" "Escopeta" 4 0 3 "HUNT56" 26 2 2013
"1870" "2" "F" "A" "Escopeta" 3 0 5 "HUNT56" 27 3 2013
"1871" "3" "F" "A" "Escopeta" 0 16 5 "HUNT56" 27 3 2013
"1872" "2" "M" "A" "Escopeta" 2 0 5 "HUNT56" 27 3 2013
"1873" "3" "M" "A" "Escopeta" 1 9 5 "HUNT56" 27 3 2013
"1874" "2" "F" "Y" "Escopeta" 0 0 5 "HUNT56" 27 3 2013
"1875" "3" "F" "Y" "Escopeta" 0 0 5 "HUNT56" 27 3 2013
"1876" "2" "M" "Y" "Escopeta" 0 0 5 "HUNT56" 27 3 2013
"1877" "3" "M" "Y" "Escopeta" 0 1 5 "HUNT56" 27 3 2013
"1878" "4" "F" "A" "Escopeta" 0 4 1 "HUNT56" 28 4 2013
"1879" "4" "M" "A" "Escopeta" 0 3 1 "HUNT56" 28 4 2013
"1880" "6" "M" "A" "Trampa" 0 4 1 "HUNT56" 29 5 2013
"1881" "6" "F" "A" "Trampa" 0 1 1 "HUNT56" 29 5 2013
"1882" "1" "F" "A" "Trampa" 2 2 1 "HUNT57" 1 8 2010
"1883" "1" "M" "A" "Trampa" 0 2 1 "HUNT57" 1 8 2010
"1884" "1" "F" "A" "Trampa" 2 1 1 "HUNT57" 13 10 2011
"1885" "1" "M" "A" "Trampa" 0 1 1 "HUNT57" 13 10 2011
"1886" "1" "F" "A" "Trampa" 2 2 1 "HUNT57" 14 11 2011
"1887" "1" "M" "A" "Trampa" 0 3 1 "HUNT57" 14 11 2011
"1888" "1" "F" "A" "Trampa" 2 7 2 "HUNT57" 17 3 2012
"1889" "1" "M" "A" "Trampa" 2 2 2 "HUNT57" 17 3 2012
"1890" "1" "F" "A" "Trampa" 5 0 2 "HUNT58" 10 7 2011
"1891" "1" "M" "A" "Trampa" 2 0 1 "HUNT58" 13 10 2011
"1892" "1" "F" "A" "Trampa" 3 0 1 "HUNT58" 13 10 2011
